soundtrack,songCode,singer,songName
TRIBWQM128F42966FA,SOHPWWO12A8C140145,Diplomats of Solid Sound,Hot Stick
TRIBWAY128F147FA0A,SOPOAFQ12A6D4F772C,Starflyer 59,I Win
TRIBWHL128F92E6ACA,SOTIECU12AAF3B3D65,Killa Tay,Murder Show (Killa Tay)
TRIBWOF128F425A687,SOVBMCA12A8AE46255,The Stone Roses,I Wanna Be Adored
TRIBWTO128F425DBFA,SOEJQVI12A8C139B98,Telefuzz & Laura B,Tasp
TRIBWEQ128F426777F,SOOKMDB12A8C1325C6,Bloodhound Gang,HIDDEN TRACK
TRIBWHH12903CFC92D,SOIUBQA12A8C135CF3,Spinvis,Bagagedrager (Live)
TRIBWJQ128F92F675A,SOVPXFU12AAF3B4A64,Rhian Sheehan,Boundaries
TRIBWAR128F42684E0,SOBSFBO12A8C139015,Barricada,Vieja satisfaccion (Version 2008)
TRIBGCZ128F426E491,SOSPNVF12A8C1393A0,Todd Bodine and Ludwig Coenen,Frequenzy Toys
TRIBGST128F935A5EB,SOZWKFI12AB01853EB,Impuls,Jesus_ Navnet Over Alle Navn (Pris Navnet Jesus)
TRIBGKK128F930A575,SOGEXHF12AB0187509,Broadcast,I Ain't Got
TRIBGRY128F92F2706,SOHFCGT12A8C141FE1,Nikka Costa,Stuck to You
TRIBGPH128F4280176,SORPOPQ12A8C138377,Punchdrunk,Marco Polo
TRIBGEU128F4273C93,SOCLOZY12A8C132DC4,Savage Garden,Affirmation
TRIBGSA128F42A8AF2,SODAXBW12A8C13D7D1,Frankie HI-NRG MC,Manovra A Tenaglia
TRIBGUQ128F4268156,SOMINAR12A8C1341F6,San Telmo Lounge,Mc Dougall Tango Redux
TRIBGJN128F933865D,SOWSPBC12AB017FC7C,Palito Ortega,El Changuito Cañero
TRIBGQR128F935573D,SOEHNXY12AB018241E,Charles Williams,Let's Go Shopping
TRIBGEB128F42A5186,SOFBRED12A8C13E882,Django Asül,Underground Romantiker
TRIBGEV128F9314FD9,SOFVOOT12AB0184D1C,Britney Spears,Womanizer
TRIBGFQ128F93061D5,SOMUMCC12AB017C800,Alberto Iglesias,Tema de Amor Ciego (2)
TRIBGGL128F92F814F,SOGKBNO12AB017CF12,The Fireman,Is This Love?
TRIBGIJ128F931E517,SOPDKCW12AB017CBE3,Herman's Hermits,Sea Cruise
TRIBGRL128F92D58A4,SOBEWRD12A8C141B95,O'Rosko Raricim,Le Savoir Est Une Arme (feat.Dex_ Metis)
TRIBGZH128E078827E,SOUDPRK12A6701E919,Abracadabra,¿Que hago?
TRIBGNE128F92E2476,SOCHYHX12A58A766BF,The Moody Blues,Nights In White Satin
TRIBGGW128F92E028C,SOUNQSQ12A8C143C67,Messy Marv,I'mma Superstar
TRIBGYG128E0782DAB,SOLUXLL12A6310F35F,Terrorvision,Middle Man (Explicit)
TRIBGFR128F426769F,SOAAXYS12A58A7E1EE,deadboy & the Elephantmen,What the Stars Have Eaten
TRIBGJT12903CAE225,SOJHKEG12AB01861C6,Neviss,Merry Christmas
TRIBGSI128F9303570,SOKAAMW12A8C1443B1,Mike Shiver,Feelings
TRIBGPW128F9365670,SOLNNGG12AF72A1A26,Hanoi Rocks,People Like Me
TRIBGVT128F42AC95C,SOEEFMF12A8C140B97,Mylo,Otto's Journey
TRIBGUH12903CA557D,SORITGQ12AB0187F2C,Dream Theater,Raw Dog (Album Version)
TRIBGSM128F428BD13,SOENQGV12A8C137DA5,Cranes,And Ever
TRIBGRL128F9320586,SOERRUI12AB018180D,Candy Lo,Dai Ni Fa Meng
TRIBGDC128F93036EB,SOGTJCJ12AB0184F63,Lionel Rogg/Orchestre de Chambre de Toulouse/Georges Armand,Organ Concerto No. 13 in F ('The Cuckoo and the Nightingale') (1990 Digital Remaster): II.   Allegro
TRIBGDK128F425BCE5,SOOGOAE12A8C1347B1,Eve,Ghost School
TRIBGOF128F42AC2FB,SOWPAWK12A8C13EB09,Dead Kennedys,Bleed for
TRIBGUU12903CA5D68,SOTJAUI12AB0186C7D,Gilbertos Come Bacon,Dómarrom
TRIBGOE128F92C3217,SOGBIVH12A8C140102,Hundred Reasons,Gone Too Far
TRIBGDZ128F425A019,SOPWFAP12A8C13AE30,Quarteto Em Cy,Eu sei que vou te amar
TRIBGRT128F4269859,SOSPHTU12A8C139F14,Malcolm McLaren,Punk It Up
TRIBGPA128F92EBF9C,SOPFABX12A58A79D87,The Smiths,Sweet And Tender Hooligan [BBC Version]
TRIBGDB128F4265006,SONHURV12A8C133CD4,Deryl Dodd,Pearl Snaps
TRIBGLP128F92FB48F,SOYTVDK12AB0180E0F,Bobaflex,Tears Drip
TRIBGNP128F4258DF7,SOVMRPJ12A8C138F83,Toru Takemitsu,Will Tomorrow Be Clear Or Cloudy?
TRIBGIQ128F148B5D1,SOGDQCU12A6D4F80A3,Johnny Crawford,Mr. Blue (LP Version)
TRIBGHS128F1461861,SODWIJI12A6D4F641D,Crystal Gayle,Talking In Your Sleep
TRIBGQU128F9325650,SOPLLTT12AB0181524,Ronen Mizrahi feat. Einna,Muzzik
TRIBGWP128E0796BAA,SOOLEJW12A67AE15CC,The Planets,Contradanza
TRIBGVM128F14912A3,SOSVPHW12A6D4FB081,Sarah Vaughan,What A Diff'rence A Day Made
TRIBGGI128F92DE4FC,SOKTKGE12AF72A7916,Cypress Hill featurng MC Eiht,Prelude To A Come Up (featuring MC Eiht)
TRIBGRV128F931AB9A,SOWIVTK12AB01809AA,Ungdomskulen,Local Love
TRIBGNU128F4228407,SOJQGDJ12A6D4FBEF0,Minimalistix,Struggle For Pleasure (Dave Lambert & ElektroKid Rmx)
TRIBGTO128F930BBAA,SORZPUD12AB0183681,BuRo,Modulla - Original
TRIBGKY128F4259EA3,SOWMNWA12A8C138391,Legacy Five,Whosoever
TRIBGBO128F4230864,SOPAFZL12A6D4FC23F,Boogie Pimps,Then Came You
TRIBGVC128F9326E40,SOFPKOF12AB018562C,etaoin shrdlu,Brown Sabbath
TRIBGZS128F42470F3,SOWFMDR12A8C134218,Dan Zanes and Friends feat. La Bruja,Pollito Chicken
TRIBGLJ12903CE6BF4,SOQXRPK12AC3DF68CC,Altmodisch,Far Away From Home
TRIBGQI128F9317AFE,SOHESPX12A58A7AA03,Flowing Tears,Grey
TRIBGQI128E0798B40,SOUKWLV12A67AD852D,ANJA GARBAREK,Word Is Out
TRIBGZH128F4275122,SOASSEL12A58A7CE93,Chicago,Beginnings (LP Version)
TRIBGPH128F42885E1,SOFPDZC12A8C140445,Kingpin Skinny Pimp_ Rich-Bum & Joi,Takez Money II Make Money
TRIBGGW12903CB97A1,SOTNFUJ12AB01882BB,Alcazar,I Love The Dj
TRIBGTP128F92EFAFC,SOCGVDQ12AB017F387,Shit and Shine,When Extreme Dogs Go Wrong
TRIBGAC128F429BA37,SOVCNDH12A8C13CB9D,The Pigeon Detectives,Wouldn't Believe It (Full Version)
TRIBGIR128E0794BCF,SOIESGW12A67AD8578,Jackie Ross,Take Me For A Little While
TRIBGGJ128F4273D23,SOQSVVX12A8C13C754,Dijous Paella,L'Any Dels Lladregots
TRIBGYE128F4217CCC,SOQZBAN12A6D4FCA81,Nancy LaMott,The Days of Wine and Roses/Whistling Away the Dark
TRIBGNJ128F92C709F,SOAHGFG12A8C14143C,The Gabe Dixon Band,Disappear
TRIBGLY128F429FEF2,SOZLAET12A8C13B49A,Falete,Puro Teatro
TRIBGQW12903CA1D49,SOCCAGN12AB018B400,Taproban,Il tempio araldico
TRIBHWD128EF343822,SOEENRM12A582A20BA,The Bees,Love In The Harbour
TRIBHON128F9344D18,SOCFYID12AB0182527,Alceu Valença,Tomara
TRIBHWC128F933B215,SOFROGC12AB0185A77,Mary Roos,So viel Glück
TRIBHSP128F427AD1A,SOPTOGS12A8C13CAA2,Myriam Hernández,El Hombre Que Yo Amo
TRIBHIQ128F9310975,SOKFSMP12AB0185F63,Maurane,Si Aujourd'Hui
TRIBHCW128F42A8094,SOPUITR12A8C13EED4,Obus,Prohibido Hacer Rock
TRIBHOW128E0783951,SODPHQV12A6D4F7DBD,Rhian Benson,Say How I Feel
TRIBHEC128F93305ED,SOATVFD12A58A79C42,Gustavo Cerati,Tu Cicatriz En Mi
TRIBHQE128F92E2115,SOFSICJ12AB017EA00,Elan - Team,Dein Weg (Der Elan Song)
TRIBHJN12903CA0AEB,SOPITHR12AB0189EFE,Rod Lee,Urban Legend (MeGamix)
TRIBHHS128F92F6980,SOMLBDN12AB017D0E5,Stephane K,Numb (Original Eclipse Mix)
TRIBHOB12903CBD600,SOGWGCF12AB01857F1,The Miracles,Free Press
TRIBHSU128F42738EA,SORGQDJ12A8C13A196,Los Halcones De Salitrillo,No Agaches La Cara
TRIBHLK128F424A050,SONIOFR12A58A79247,The Original Five Blind Boys Of Mississippi,Steal Away
TRIBHIP128F146E46B,SOWSGTX12A58A78562,Curtis Stigers,You Inspire Me
TRIBHDF128E0793F66,SOZEINT12A6701EDB3,Abba,Lovelight
TRIBHTJ128EF3640CB,SOVZRWM12A6D4F70FA,Big Country,Sun And My Shadow
TRIBHXQ128F93117B9,SOMEICU12A58A77FEF,Yolanda Adams,Only Believe
TRIBHNK12903CE5935,SOHTXEG12AB018F80B,Total Eclipse,Diamond Ring Effect
TRIBHUH128F92E68D2,SOXOAQJ12AB01817AA,David Bisbal,Ave María
TRIBHAZ128F428AEF7,SOXVKEN12A8C13B3B4,BlackHawk,King Of The World
TRIBHFY128F92F768B,SOJOXDU12AB017AA0A,Pete Seeger,Beans_ Bacon & Gravy
TRIBHPO128F9344CFC,SOFEYIB12AB01806A7,No Use For A Name,Sitting Duck
TRIBHQF128F4291C4E,SOHUTLW12A8C13FF5F,Elf,Stress
TRIBHLD128F9308DC4,SOALLDQ12AB017DC2A,Tassilli Players,Finland
TRIBHIF128F9314448,SOWTLCZ12A8C132128,Aerosmith,Last Child
TRIBHET128F4248021,SOSAQFP12A6D4FB87C,The Zombies,Changes
TRIBHCE128F4268F1F,SOROUYV12AF729FC50,Macabre,Killing Spree
TRIBHCS128F147B70E,SOZGQUH12A6D4F8F2D,Gram Parsons,Kiss the Children (Alternate Version)
TRIBHXA128F92E14F7,SOKQLVG12A8C14206F,The Mojomatics,I'll Be Back Home
TRIBHYW12903D019B9,SOKYAKX12AC3DF711D,Mariem Hassan,Maatal-la
TRIBHAV128F14A400A,SOGQWDK12A6D4F77CF,Die Sterne,Unkonzentriert
TRIBHMX128F92D2432,SOEUIUM12A8C142CDB,Crazy Horse,J'ai tant besoin de toi
TRIBHJL12903CCE61B,SOBMCRB12AF72ABF88,Landon Pigg,The Boy Who Never
TRIBHJG128F935FB13,SOYGCVX12AB018A41A,The Spongetones present Jamie & Steve,Color Me Over Again
TRIBHUN128F4297C80,SOBSXTR12A8C13D65F,Kasse Mady Diabate,Balomina Mwanga
TRIBHAH128F93151DD,SOVSWQW12A58A7D01B,Elephant Man,Gal Ya Never Move
TRIBHAU128F42BC0CB,SOGVYJY12A8C1401A8,Clarence Gatemouth Brown,Let The Good Times Roll (take 1)
TRIBHNB12903CEDCB1,SOREISH12A8C134AFE,Brian Keane,Waterbearer
TRIBHJX128E0784DF1,SOASLZW12A6701F6B3,Claude Nougaro,Lady Liberty
TRIBHCQ128F92EEE94,SOYAEGC12AAA15DA64,Guy Zigdon,Tears (Yahel Radiomix)
TRIBHCA128F4250C84,SODDJUV12A81C22766,Shaka Shamba,Peep
TRIBHYO12903D07B21,SOWHMKH12A58A7F829,Bryan Jones,Let It Go
TRIBHOX128EF34AF45,SOCOPAG12A6BD50B8B,Earthworms,What Fun Love Can Be
TRIBHWD128F92F72EC,SOIQIRW12AB017F34E,Aziz Mian,Rang
TRIBHVL12903D07A1B,SOEUWDQ12AC468833F,Passion Pit,Little Secrets
TRIBHYB128F9300B69,SOFYAUI12AB017CA73,The Copyrights,Unsatisfied
TRIBHDS128F428FB27,SOIZAFN12A8C13C290,Marlene Kuntz,A Chi Succhia
TRIBHGY128E0793893,SOPYMQH12A6D4F93F5,Rob Zombie,Meet The Creeper
TRIBHLE128F933D581,SOWRCXQ12AB0183DDB,Buck-O-Nine,Pass The Dutchie
TRIBHDJ128F92E6CEE,SOECOGR12A8C13AAF3,Enrique Iglesias,Enamorado Por Primera Vez
TRIBHEC128F930E441,SOIVEMZ12AB017FB02,Carlos Berlanga,Traición
TRIBHLE128F92F12D6,SOPJGRN12AB017D2BE,Dj Cam,Experience
TRIBHKH128F42A5B46,SOTHSOL12A8C13EA55,Tom Ellis,Cold Hands
TRIBHJP12903CD638D,SOCSTYL12AB018F862,Channel X,Against The Wall
TRIBHOP128F42B62EF,SOEXYAV12AF729ED90,Buddy Miles,69 Freedom Special
TRIBHAX128F4284E18,SONRBHY12A8C13BFD0,The Assemble Head In Sunburst Sound,Ekranoplan
TRIBHKU128F92F1D13,SOQDAZJ12A58A7B627,Slum Village,Once Upon a Time (feat. Pete Rock)
TRIBHEZ12903CCDB72,SOAAZEF12AB018CAD2,Neal Morse,Leviathan
TRIBHZN128F425E676,SOWQMAZ12A8C137BE9,O'Funk'illo,Planeta Aseituna
TRIBHET12903CD7154,SORJSLN12AB0189614,Lil Boosie,Who Can Love U [feat. Bobby V] (Amended Album Version)
TRIBHTZ128F92EF1D1,SOHIEVW12AB0180393,Tristania,Sanguine Sky
TRIBHYQ128F14A0A28,SOZOMKC12A6D4FAC2C,SQ-1,Music So Wonderful - Remixes (ATB Remix)
TRIBHEO128F9358A4C,SOPZAXP12AB01900E9,YACHT,Psychic City
TRIBHKV128F931E102,SOJADOX12AB017F899,Mark Murphy & Metropole Orchestra,Hopeless
TRIBHFB128F14ADC22,SOMNXFH12A58A7783A,Aaron Sprinkle,Let Me In  (Lackluster Album Version)
TRIBCHM128F9323277,SOXSIYO12AB01838D6,Nicolay,Wake Up In Another Life
TRIBCOM128F42826F5,SOEQEZN12A8C1338DC,Mino Reitano,Non Prego Per Me
TRIBCYQ12903CBE533,SOSHFLM12AB018A9C5,Najam Sheraz,Ye Pal (Taken from the film Kalyug)
TRIBCZR128F931129E,SOVWSJC12AB0184F60,Jeff Greinke,The Long Road Home
TRIBCLH128EF3664EC,SOMBKUP12A6D4F7253,Panjabi MC,Bonus Track
TRIBCKD128F42252B9,SOCEXBG12A6D4FC7BE,The Autumns,Witch Hazel
TRIBCJW128E07960F2,SOZIZTS12A67ADE5A0,Hombres G,Aprender A Caer
TRIBCMH128F92F03AF,SOVLWSP12AB017DFDF,Booka Shade,Sweet Lies
TRIBCAY128F93279F2,SONHTRD12AF72AD1EB,Gin Blossoms,Long Time Gone
TRIBCVX128F426690B,SOJZHIW12A58A7AD6C,Peabo Bryson,Treat Her Like A Lady
TRIBCKA128F934294C,SOUKMYN12A58A78559,Neva Dinova,Yellow Datsun
TRIBCAQ128F933DA2F,SOFOMMH12A8C145C7E,Freddie McGregor,Wine Of Violence
TRIBCRM128E078D580,SOZBDBR12A6701DC2A,Gianni Togni,Stanotte Tienimi Con Te
TRIBCXK128F4291A7C,SOJOTVW12A8C13FBC1,Baroness,Isak
TRIBCRK128F92D9D9C,SOJNXTU12A8C142EE4,The Chordettes,Born To Be With You
TRIBCVA128E07932A5,SONFSKL12A67020CB5,Dust Junkys,Fever
TRIBCPQ12903CC5094,SOQBBFE12AB018D461,Alaska Y Los Pegamoides,Dan las doce
TRIBCQC128F9300E8F,SOCABMC12A8C13D77A,The Mother Truckers,Northbound Trail
TRIBCTL128F9347D72,SOAHOLE12AB0189C09,The Doc Watson Family,Keep in the Middle of the Road
TRIBCVJ128E0791828,SOJQSBJ12A6701C8C0,The Cranberries,In The Ghetto
TRIBCXL12903CD3DB8,SOKVJOL12AB018AA7E,David Vendetta,Dark Room
TRIBCPU128F428B6B9,SOFIZDK12A8C13CD0B,Tim Fite,Disgrace
TRIBCVQ12903CC07B8,SOBYJOG12D021B10A4,Kenny Rogers,Last Few Threads Of Love (Digitally Remastered)
TRIBCHV128F42AC6A5,SOCDRJM12A8C13E224,Chicken Shack,Maudie
TRIBCUV12903C9EEDE,SOKCCNW12AB0184B00,Scott Colby,Future/ Jinx Blues
TRIBCNQ128F93235AB,SOPNBHG12AB0183D4B,Whitney Cummings,Friends Getting Married
TRIBCKQ128F146F0FD,SOPXKYC12A6D4F8394,Hombres G,Por que no ser amigos
TRIBCTV128F934F03C,SODLMBX12AB0185BC6,Les Philippes,Sticking Plaster Salesgirl
TRIBCBR12903C93BD1,SOCBWQE12AB0189EDD,Ian Boddy & Robert Rich,Metamorphic
TRIBCDP128F9316234,SOBWDBU12AB01827CF,Clyde McPhatter,Watcha Gonna Do
TRIBCVB12903CE63D2,SONIQAR12AB018B613,Plavi orkestar,U jevrema slika ta
TRIBCTC128F148F745,SOHKQMR12A6D4FAF63,Julie Doiron,Stay Now_ Then Go
TRIBCWV128E079199E,SOFKOVQ12A67020853,Aimee Mann,Mr. Harris
TRIBCKS128F9319CF9,SOORGHD12AB0181882,Cabbageboy,Departure
TRIBCCC128F9330C84,SOAMXJK12AB0181466,Satanic Surfers,Egocentric
TRIBCIN128F422BFD7,SOWFDQA12AB017ACFE,From First to Last,I Once Was Lost But Now Am Profound
TRIBCAQ128F427D65A,SOTSOMT12A8C13C583,Tin Hat Trio,Esperanto
TRIBCTY12903CBC039,SOZVNWN12AB018A1B2,Elysium,Too Late For Tears
TRIBCRM128F422F21E,SOLUKCZ12A6D4FBEB9,Darkest Hour,The Misinformation Age (Album Version)
TRIBCSS128F428E904,SOJKSEQ12A8C13AA60,Alvin Stardust,Got A Little Heartache
TRIBCYG12903CB1200,SOFAKMI12AB01862B9,Diva Destruction,You're The Psycho
TRIBCLB128F930DA96,SONSODG12AB017FA48,Till von Sein & Chopstick,Lifetime
TRIBCXK128F92F5682,SOGGMSZ12AB017F5CB,The Lovin' Spoonful,Summer In The City
TRIBCMM128F931E33C,SOZOQXR12AB01815E9,Phoenix,Heatwave
TRIBCAR128F424490E,SOQZMIP12A6D4FA464,Knastboxer,Freigang
TRIBCRK128F4228B52,SOTKBYQ12A6D4FDD37,Poncho Sanchez,Baila Mi Gente
TRIBCWK128F424657F,SOJHPRE12A6D4FAF9F,Marty Robbins,Aloha Oe
TRIBCQR128F930B10D,SOLTKUA12AB01842F5,Dublex Inc.,Shine feat. Sandhy San Doro
TRIBCTC128F930AAAC,SOCUWOS12AB017F3B4,And So I Watch You from Afar,Clench Fists_ Grit Teeth... GO!
TRIBCEY128F42A07BA,SODJXCV12A8C13C48B,Aikakone,Aarresaari
TRIBCUI128F92DDC42,SOCBNEM12A8C142B0B,Ed Ames,How Deep Is The Ocean?
TRIBCKJ128F9305EC9,SOEQHPE12AB017D816,Hip-Hop Beats,Hip-Hop Beats
TRIBCWY128E0783BCE,SOQVWGE12A6D4F9612,B-Tribe,Demasiado
TRIBCTM128F1489E3D,SOKGUPS12A6D4F6419,Carlos Chaouen (F),Gorda o flaca
TRIBCGR128F426AFC6,SOPYVUR12A8C137205,Stanley Huang,Circus Monkey
TRIBCXZ128F9333442,SOBBLHB12AB0184F0A,Thomas Cunningham,Swell
TRIBCFF128F4284876,SOPBWWO12AB0187157,Ben Folds,Get Your Hands Off My Woman
TRIBCKA128F1484298,SOGDGOP12A6D4F8F0F,By The Tree,Perfect (LP Version)
TRIBRVQ128F424CD45,SONCXKF12A8C133D80,Siiri Nordin,Tough Luck
TRIBRZE128F4262BEF,SOUMAPD12A8C1323A3,Les Nubians,Nu-Hymne
TRIBRBG128F4277918,SOAVRBS12A8C13DC5D,Jacqueline Francois,Dans Ses Bras
TRIBRYJ128F423EAC5,SOUJHIF12A8C133BE2,Frank Black,Fu Manchu
TRIBRNU128F930707F,SOETFHV12AB0184859,Diana King,L-L-Lies
TRIBRTT12903CC54B1,SOVUYYR12AB0184D97,T-Bone Walker,Trinity River Blues
TRIBRPQ128F4263114,SOSJICT12A8C1399F0,Funk D'Void,Soundtrack
TRIBRKR128F42949DF,SODEVGD12A8C138881,Henry Mancini & His Orchestra,Orange Tamoure
TRIBRYN12903CE16FE,SOHTBQM12AB018C306,Mary Black,Loving Hannah
TRIBRIL128F421E0D5,SOAFWAU12A6D4FEFAC,Chiasm,Transparent
TRIBRCY128F42434C3,SOWUPIV12A8C1327BD,Smif-n-Wessun,Sound Bwoy Bureill (Re-Edit)
TRIBRZJ128F4265F6A,SOCBJHM12A8C133000,Cheb Khaled & Cheba Zahouania,Rumors
TRIBRPU128F93099B0,SOVISTM12AB017EA82,The Mindbenders,The Letter
TRIBRWW128F92E49E2,SOCQBJP12A8C1454F6,Amen Dunes,No Shot
TRIBRPC128F92F749F,SOLVOIS12AB017DFC5,Go West,We Close Our Eyes
TRIBRVP128EF36407E,SOCOGXB12A6D4F70B1,Milton,Lost
TRIBRUY12903C9B60D,SOCNYEF12A58A7B959,Terence Blanchard,Ds Choice
TRIBRXQ12903CE3BFE,SOVZVTL12AC3DF6016,Materia Gris,Hace un año
TRIBRFQ128F14734C9,SOAMVQL12A6D4FA18F,Jacques Higelin,Boogie Rouille
TRIBRSO128F421B6D1,SOMEXFW12A6D4FCECE,Eddy Clearwater,Who Loves You Baby
TRIBRCJ128F426E8FB,SOWSIKM12AC9E161FB,Shel Silverstein,Ridiculous Rose
TRIBREF128F421B390,SOZMETB12A6D4FCE2D,Tankard,Poison
TRIBRDJ128F92D93D0,SOLPNRT12AAF3B33DE,Ozomatli,When I Close My Eyes
TRIBRGT128F92FA912,SOYDNUU12A8C1429A0,Larry Graham & Graham Central Station,It Ain't No Fun To Me (Album Version)
TRIBRYM128F92F50C7,SOKAWTK12AB01807E9,Speedball,M.F.
TRIBRKP128F92DC288,SOQPBMO12AB017F663,Raz Ohara & The Odd Orchestra,The Case
TRIBRVR128F931F4E1,SOCJBYX12AB0180A6B,Emitt Rhodes,Tame The Lion
TRIBRQE128F93218E4,SOCUVFO12AB0184258,Joe Stump,Conquer and Divide
TRIBRLG12903CFB441,SOOUXNL12AC468F965,The Flower Kings,Sword Of God
TRIBRZQ128F4243248,SOAIYMP12A8AE47823,Leandro and Leonardo,Devolva A Passagem
TRIBRWM128F93008A7,SOWVVUQ12AB017B049,Billie The Vision & The Dancers,Jackass
TRIBRWU128F930F388,SOPRPQQ12AB017D5F6,Arthur Yoria,Jimmy's Rig
TRIBRUB128F9337051,SOQOSOS12AB0187F75,The Resistoleros,Resistoleros
TRIBRPT128F42938ED,SONTWID12A8C1428B5,Sarah Dougher,Touch the nerve
TRIBROF12903CAC6CE,SOJLZCE12AB018D933,Smiley Lewis,Blue Monday (2002 Digital Remaster)
TRIBRSG128F424B22C,SOHOXZC12A6D4FCE5E,The Clancy Brothers & Tommy Makem,The Little Beggarman
TRIBRSE128F4275523,SOLVDVH12A8C13C69B,Ukulele,This Could Be The Night
TRIBRTP12903CBBF11,SOCUZAO12AB018D60A,Pearly Queen,To Be With You
TRIBRAA128F42B105A,SOHXMHI12A8C1416EA,Peter White,Crazy Love
TRIBRRS128F92E801F,SONCMTY12AB017F327,SULA,The John McLean March Brannnvin
TRIBRBD128F425C5ED,SOKHZTQ12A8C13640A,Hangnail,No Name Yet
